title,written_time,author,author_num,price,length,img,attend_num,deliver,talk,spam
에어팟프로미개봉,2020.11.26.,mykiller7890,138,210000,37,3,"1,255",1,1,0
에어팟프로 미개봉 새상품,2020.11.26.,타요버스뽀로로하우스,59,240000,170,1,"4,573",0,0,0
에어팟프로 미개봉 팔아요,2020.11.26.,janghoonhi,38,230000,68,1,755,1,1,0
에어팟 프로 미개봉 판매합니다.,2020.11.26.,로버트,88,222222,169,0,"12,826",0,0,0
에어팟 프로 미개봉 20만원 구매합니다,2020.11.26.,한여르미,57,200000,235,1,"1,159",1,0,0
에어팟프로 미개봉 삽니다.,2020.11.26.,maleza,40,200000,315,1,"4,393",1,0,0
에어팟프로 미개봉팔아요,2020.11.26.,토지여,-1,220000,436,1,-1,1,0,0
에어팟프로 미개봉팔아요,2020.11.25.,토지여,-1,220000,436,1,-1,1,0,0
에어팟프로 미개봉,2020.11.25.,melodian,98,240000,438,2,"2,018",1,0,0
에어팟프로 미개봉 23만 판매합니다.,2020.11.25.,jaeyeun07,37,230000,133,0,777,1,1,0
에어팟 프로 미개봉 판매합니다!,2020.11.25.,T o V O,112,240000,222,1,"1,165",0,0,0
에어팟 프로 미개봉 190000원,2020.11.25.,밴쿠버2011,6,190000,179,1,42,0,0,0
에어팟 프로 미개봉 제품 20에 삽니다.,2020.11.25.,메르09,46,200000,249,1,"1,123",0,0,2
에어팟 2세대 미개봉 새제품 급처,2020.11.25.,-1,-1,125000,-1,-1,-1,-1,-1,0
아이앱 스튜디오 X 니니즈 에어팟 프로 케이스 (판매완료),2020.11.24.,-1,-1,2222,-1,-1,-1,-1,-1,0
에어팟프로 중고 풀박스 판매합니다,2020.11.24.,123456789,13,160000,232,5,272,1,0,0
미개봉 에어팟프로 팝니다,2020.11.24.,다나vv,132,240000,108,1,241,0,1,0
에어팟프로 미개봉(서울/충주 직) --23만,2020.11.24.,-1,-1,99999,-1,-1,-1,-1,-1,0
애플 정품 에어팟프로 및 에어팟2세대 유선 판매합니다.,2020.11.24.,-1,-1,155000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 판매합니다(서울/ 강남),2020.11.24.,ten,49,220000,300,1,"2,597",1,0,0
에어팟프로 미개봉 2개 저렴하게 팝니다~,2020.11.24.,온유해,9,215000,251,2,120,1,0,0
[미개봉] 에어팟프로 20년08월 제조,2020.11.23.,슈퍼맨,3,220000,205,2,173,0,0,0
미개봉 애플 코리아 정품 에어팟프로 판매합니다.(22만원),2020.11.23.,닉네임없으요,111,220000,466,1,754,1,0,0
(미개봉)에어팟 프로,2020.11.23.,너도하늘나리야,7,230000,209,4,280,1,0,0
미개봉 에어팟프로 팝니다,2020.11.22.,다나vv,132,240000,108,1,241,0,1,0
에어팟 프로 미개봉 20만원 판매합니다. 거래중,2020.11.22.,닥터덴마,98,200000,222,2,"9,875",1,0,0
에어팟 프로 미개봉 판매합니다,2020.11.22.,선아c,3,240000,261,2,8,0,0,0
에어팟 프로 미개봉,2020.11.22.,naverbyebye,46,235000,234,2,875,1,0,0
에어팟 프로 미개봉 최저가 22만원에 구매하는 방법,2020.11.21.,minikiss8749,-1,220000,-1,-1,-1,-1,-1,0
에어팟 프로,2020.11.21.,너도하늘나리야,7,220000,204,4,280,0,0,0
에어팟 프로 미개봉 판매,2020.11.21.,민딩,17,230000,184,4,672,1,0,0
[미개봉] 에어팟 프로 정품 팝니다,2020.11.21.,전진95,1,210000,279,5,29,1,0,1
에어팟 프로 미개봉,2020.11.21.,naverbyebye,46,235000,234,2,875,1,0,0
애플 에어팟 프로 (미개봉 새제품) 경기도 안산 안양 시흥 인천,2020.11.21.,GentleHong,118,225000,279,2,"8,712",1,0,0
애플 에어팟프로 [정품 미개봉] 판매합니다.,2020.11.21.,ckh6322626,113,220000,24,1,"2,378",0,1,0
미개봉 에어팟프로 팝니다,2020.11.21.,다나vv,132,240000,108,1,241,0,1,0
에어팟 프로 새상품 - 박스 미개봉,2020.11.21.,나눔나눔해요,20,230000,30,1,"2,464",1,1,0
미개봉 애플 코리아 정품 에어팟프로 판매합니다.(22만원),2020.11.20.,닉네임없으요,111,220000,412,1,754,1,0,0
인천서울) 에어팟 프로 미개봉 판매,2020.11.20.,선아c,3,240000,292,1,8,1,0,0
에어팟 프로 미개봉 최저가 22만원에 구매하는 방법,2020.11.20.,minikiss8749,-1,220000,-1,-1,-1,-1,-1,0
에어팟 프로 본체 68000원 판매합니다,2020.11.20.,-1,-1,68000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 국내정발 제품 판매합니다.,2020.11.20.,Mercedes벤츠,387,225000,303,2,"12,019",1,0,0
애플 에어팟프로 미개봉 새제품 팝니다.,2020.11.20.,우수회원인증임,202,230000,199,0,"2,627",1,1,0
미개봉 에어팟프로 팝니다.,2020.11.20.,kazino,132,240000,90,1,241,0,1,0
(새상품/정품)에어팟 프로 20년10월 제품,2020.11.19.,a혜인,154,230000,0,0,370,0,1,0
에어팟 프로 미개봉 새제품팔아요,2020.11.19.,아토오토,1,230000,239,2,2,0,0,0
애플 정품 에어팟프로 및 에어팟2세대 유선 판매합니다.,2020.11.19.,-1,-1,155000,-1,-1,-1,-1,-1,0
애플 에어팟프로 미개봉 정품,2020.11.19.,오렌친구,125,230000,139,2,"8,863",1,1,0
미개봉 에어팟프로 팝니다.,2020.11.18.,kazino,132,240000,90,1,241,0,1,0
에어팟프로 미개봉삽니다,2020.11.18.,은랑vv,"4,231",220000,222,1,"6,967",1,0,2
미개봉] 에어팟 프로 Airpods Pro MWP22KH/A 판매,2020.11.18.,햇살돛,77,230000,290,2,"1,622",0,1,0
미개봉 LG 톤프리 TFN7(노이즈캔슬링) 카카오 케이스 무선충전 마우스패드 포함 판매합니다.,2020.11.18.,기쁜하루,34,180000,320,2,343,0,0,0
에어팟 프로 미개봉 새제품 팝니다.,2020.11.18.,-1,-1,1234567,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 22.5이번주까지 개당 총1개 팝니다. 직거래o 구매내역 인증 가능합니다. 내용필수,2020.11.18.,떠기야 가자,61,225000,260,0,"1,188",1,1,0
애플 에어팟프로 미개봉 새제품 팝니다.,2020.11.18.,우수회원인증임,202,230000,199,0,"2,627",1,1,0
에어팟 프로 미개봉,2020.11.18.,나비로즈,33,235000,52,1,"1,637",1,1,0
에어팟 프로 미개봉21만원에 팝니다,2020.11.17.,dltmddnr27,36,210000,236,2,"4,165",1,0,0
에어팟 프로 유닛(왼) 본체,2020.11.17.,-1,-1,80000,-1,-1,-1,-1,-1,0
애플 에어팟프로 정품 미개봉+엘라고케이스+이어후크 (판매완료),2020.11.17.,페페아,174,250000,305,4,"7,998",0,0,0
애플 에어팟프로 미개봉 새제품 팝니다.,2020.11.17.,우수회원인증임,202,230000,199,0,"2,627",1,1,0
에어팟 프로 미개봉(새제품) 판매,2020.11.17.,꽃가람30ZOEG,16,220000,246,1,361,1,0,0
애플워치6 스테인리스 스틸 44mm 실버or골드 구매합니다!,2020.11.16.,-1,-1,999999,-1,-1,-1,-1,-1,2
에어팟프로 미개봉 22.5이번주까지 개당 총1개 팝니다. 직거래o 구매내역 인증 가능합니다. 내용필수,2020.11.16.,떠기야 가자,61,225000,260,0,"1,188",1,1,0
미개봉 애플 코리아 정품 에어팟프로 판매합니다.(22만원),2020.11.16.,닉네임없으요,111,220000,412,1,754,1,0,0
(판매완료),2020.11.16.,-1,-1,12345,-1,-1,-1,-1,-1,0
에어팟프로 3세대 풀박.,2020.11.16.,광주직거래요,5,190000,250,3,120,1,0,0
미개봉 에어팟프로 팝니다.,2020.11.16.,kazino,132,240000,90,1,241,0,1,0
니니즈X아이앱 에어팟프로 케이스 미개봉 새상품,2020.11.16.,-1,-1,38000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 새제품 판매,2020.11.16.,정령,70,220000,264,1,"4,850",0,0,0
(미개봉) 에어팟프로 판매합니다.,2020.11.16.,니케는승리3,3,230000,91,3,118,1,1,0
에어팟프로 미개봉 팝니다.(5월 제조상품),2020.11.16.,goodboy620,126,220000,200,2,"1,884",1,0,0
에어팟프로 미개봉 새제품(제조연월 FEB-2020)!,2020.11.15.,님아,15,220000,598,6,133,1,0,0
미개봉 에어팟프로 팝니다.,2020.11.15.,kazino,132,240000,90,1,241,0,1,0
에어팟 미개봉 새제품 택포 22만원에 판매합니다.,2020.11.15.,hena26,38,220000,249,3,351,0,0,0
(미개봉)에어팟프로팝니다.,2020.11.15.,LastSna,39,235000,232,3,"5,853",1,0,0
니니즈X아이앱 에어팟프로 케이스 미개봉 새상품,2020.11.15.,-1,-1,40000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 새제품 팝니다(천안),2020.11.15.,major560,1,220000,238,2,420,1,0,0
에어팟 프로 새상품 - 박스 미개봉,2020.11.15.,나눔나눔해요,20,230000,30,1,"2,464",1,1,0
갤럭시 워치 액티브 2 40mm 알루미늄 블루투스 블랙 새상품 서울직거래 24시간 Galaxy Watch Active 2 Black,2020.11.15.,-1,-1,190000,-1,-1,-1,-1,-1,2
에어팟프로3세대 (미개봉새상품),2020.11.14.,포로리,161,235000,248,3,"1,244",1,0,0
에어팟 프로 미개봉/단순개봉 삽니다. 평택직거래 or 안전거래택배,2020.11.14.,LoveOfTwilight,6,200000,364,1,172,1,0,0
에어팟 프로 미개봉 새것 팝니다,2020.11.14.,김불암,137,210000,70,1,262,1,1,0
미개봉 에어팟 프로 팝니다 21만 쿨거래 서울,2020.11.14.,방랑자객들,3,210000,292,3,551,1,0,0
니니즈X아이앱 에어팟프로 케이스 미개봉 새상품,2020.11.14.,-1,-1,40000,-1,-1,-1,-1,-1,0
미개봉 에어팟 프로 저렴하게 판매합니다.,2020.11.14.,꽃이피던,-1,160000,238,3,-1,0,0,1
(당일배송)에어팟프로 미개봉 애플코리아100%정품 판매,2020.11.14.,우쭈손흥민,"1,952",230000,528,1,"1,970",1,1,0
[미개봉] 에어팟 프로 새제품,2020.11.14.,리사이클 in 서울,11,225000,240,1,696,1,0,0
에어팟프로,2020.11.14.,애플애플애플애플,879,230000,76,1,"6,133",1,1,0
(서울시 금천구) 에어팟 프로 미개봉 새상품,2020.11.14.,dnjzm468,7,220000,64,2,987,0,1,0
에어팟프로,2020.11.13.,애플애플애플애플,879,230000,76,1,"6,133",1,1,0
[미개봉/새제품]에어팟 프로 정품 애플코리아 정품,2020.11.13.,Rapunzel,19,235000,75,2,746,0,1,0
부산 에어팟프로 미개봉 팝니다.,2020.11.13.,시크한집쟁이,179,230000,235,3,"1,218",1,0,0
애플 에어팟팝니다,2020.11.13.,imyj2000,997,230000,258,5,"12,610",0,0,0
에어팟프로 미개봉,2020.11.13.,찰옥수,7,230000,198,1,302,1,0,0
(미개봉신품) 에어팟프로 블루투스무선이어폰,2020.11.13.,시민논객박씨,153,220000,85,7,"4,912",1,1,0
에어팟프로 미개봉 팝니다.,2020.11.13.,goodboy620,126,230000,191,4,"1,884",0,0,0
[정품_새제품] 에어팟 프로 판매합니다,2020.11.12.,효거트,28,250000,245,2,152,0,0,0
에어팟 프로 미개봉 실리콘 케이스 포함 22만5,2020.11.12.,misskarma,27,225000,304,1,253,0,0,0
에어팟 프로 팝니다 [정품/미개봉],2020.11.12.,모하지,5,220000,262,1,263,1,0,0
에어팟 프로 새상품,2020.11.12.,R카이사르,30,230000,0,0,262,0,1,0
부산 에어팟프로 미개봉 팝니다.,2020.11.12.,시크한집쟁이,179,230000,235,3,"1,218",1,0,0
에어팟프로 미개봉 애플코리아100%정품 판매,2020.11.12.,우쭈손흥민,"1,952",230000,502,1,"1,970",1,1,0
에어팟 프로 의정부 직거래로 삽니다,2020.11.12.,비더원,63,230000,204,1,"4,030",1,0,0
최신 에어팟 프로 2 미개봉 신제품 판매함,2020.11.12.,eljas2000,14,220000,208,2,"1,439",0,0,1
에어팟 프로 팝니다 [정품/미개봉],2020.11.11.,모하지,5,220000,265,1,263,1,0,0
에어팟 프로 미개봉,2020.11.11.,EOB,21,230000,62,2,"2,277",1,1,0
미개봉 애플 코리아 정품 에어팟프로 판매합니다.(22만원),2020.11.11.,닉네임없으요,111,220000,412,1,754,1,0,0
에어팟프로 미개봉 새제품 21만원 !!,2020.11.11.,worn5775,7,210000,225,1,266,1,0,0
에어팟프로 미개봉 애플코리아100%정품 판매,2020.11.11.,우쭈손흥민,"1,952",230000,502,1,"1,970",1,1,0
에어팟 프로 미개봉 실리콘 케이스 포함 22만5,2020.11.11.,misskarma,27,225000,220,1,253,0,0,0
[미개봉] 에어팟 프로 팝니다. 서울 금천,2020.11.11.,토토링,57,225000,294,1,"1,437",0,0,0
애플 에어팟 프로 미개봉 새제품 팝니다.,2020.11.11.,우수회원인증임,202,230000,199,1,"2,627",1,1,0
에어팟 프로 미개봉 새상품 판매합니다.,2020.11.11.,skyybe,76,230000,114,0,"3,132",1,1,0
[os]애플 코리아 에어팟 프로 미개봉 새제품(11월 구입),2020.11.10.,hz1518,639,230000,274,1,"6,829",1,0,0
(새상품) Apple 에어팟 프로 박스 미개봉 판매합니다. 20만원(서울 전지역 직거래만 가능),2020.11.10.,나무지기후,43,200000,339,2,"1,204",1,0,0
에어팟프로 정품 미개봉 23만원 팝니다,2020.11.10.,cis1996,12,230000,239,1,718,1,0,0
에어팟 프로 미개봉 23만,2020.11.10.,바,19,230000,50,1,"1,697",1,1,0
에어팟 프로 미개봉 새제품,2020.11.10.,khai_one,71,230000,225,2,"1,146",1,0,0
에어팟프로 새거 판매,2020.11.10.,우쭈손흥민,"1,952",230000,502,1,"1,970",1,1,0
에어팟 프로 미개봉 정품,2020.11.10.,soki911,56,230000,44,1,"4,981",1,1,0
애플 에어팟 프로 미개봉 새제품,2020.11.10.,제프UTD,"1,212",225000,264,0,"15,559",0,0,0
에어팟 프로 미개봉 팝니다,2020.11.10.,수다꾼,16,210000,235,1,"1,545",0,0,0
에어팟 프로 미개봉 판매합니다,2020.11.10.,템나오면부식탓,177,228000,32,2,"13,551",1,1,0
애플 정품 미개봉 에어팟프로 및 에어팟2세대 유선 1박스 10개 단위 판매합니다.,2020.11.10.,-1,-1,155000,-1,-1,-1,-1,-1,0
에어팟 프로 새상품,2020.11.10.,R카이사르,30,230000,0,0,262,0,1,0
에어팟프로 미개봉 새제품 팝니다 23만,2020.11.10.,마나아다라,247,230000,71,2,"1,746",1,1,0
에어팟 프로 미개봉 국내정발 판매,2020.11.10.,화공유체열역학,632,230000,188,2,"4,683",0,0,0
애플 에어팟 프로 미개봉 새제품 팝니다.,2020.11.10.,우수회원인증임,202,230000,199,1,"2,627",1,1,0
에어팟프로 미개봉 새제품 판매,2020.11.10.,-1,-1,9999,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 새상품 국내 정품구매 21.9만,2020.11.09.,윱디윱,35,219275,188,2,641,0,0,0
에어팟프로 미개봉 새상품 택포 23만에 판매합니다,2020.11.09.,여름하우스,7,230000,471,4,33,1,0,0
[os]애플 코리아 에어팟 프로,2020.11.09.,hz1518,639,230000,274,1,"6,829",1,0,0
[미개봉] 에어팟 프로 팝니다. 서울 금천,2020.11.09.,토토링,57,230000,294,1,"1,437",0,0,0
애플 에어팟 프로 미개봉 새상품 판매합니다,2020.11.09.,산도와시로,124,210000,0,0,"1,118",0,1,0
애플 에어팟 프로 무선(MWP22KH/A) 국내정품 미개봉 판매합니다.,2020.11.09.,소금하늘별,42,205000,310,2,"2,419",1,0,0
에어팟프로 미개봉 새제품 팝니다 23만,2020.11.09.,마나아다라,247,230000,71,2,"1,746",1,1,0
에어팟 프로 미개봉 국내정발 판매,2020.11.09.,화공유체열역학,632,230000,188,2,"4,683",0,0,0
에어팟 프로 미개봉 새상품 삽니다,2020.11.09.,-1,-1,111111,-1,-1,-1,-1,-1,2
Casetify 케이스티파이 x 헤인즈 콜라보 - 에어팟프로 케이스 (미개봉 새제품),2020.11.08.,-1,-1,40000,-1,-1,-1,-1,-1,0
에어팟 프로 판매합니다. 울산,2020.11.08.,선영,5,235000,269,1,392,1,0,0
에어팟프로 미개봉 팝니다 2234님,2020.11.08.,toohoning,101,215000,61,1,"1,888",0,1,0
에어팟프로 새제품,2020.11.08.,복바고79,29,230000,209,1,"5,594",1,0,0
에어팟 프로 미개봉 국내정발 판매,2020.11.08.,화공유체열역학,632,230000,189,2,"4,683",0,0,0
(판매완료)에어팟프로 애플코리아 정품 미개봉 판매합니다.,2020.11.08.,에블,127,235000,4,2,"1,531",0,1,0
에어팟프로 미개봉 11/5일배송받음,2020.11.08.,짬뽕속포뇨,31,220000,226,2,"1,080",1,0,0
에어팟프로 미개봉 새상품 판매합니다,2020.11.08.,STT11,93,230000,219,1,"3,184",0,0,0
에어팟프로 새거 판매,2020.11.08.,우쭈손흥민,"1,952",230000,502,1,"1,970",1,1,0
에어팟프로 미개봉 새제품(제조연월 FEB-2020)!,2020.11.07.,님아,15,220000,598,6,133,1,0,0
(미개봉) 에어팟 2세대 유선 팝니다,2020.11.07.,-1,-1,130000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 세재품,2020.11.07.,권종욱,33,240000,254,2,768,1,0,0
에어팟 프로 미개봉 팝니다,2020.11.07.,수다꾼,16,230000,197,1,"1,545",0,0,0
미개봉새상품) 에어팟프로 24만원,2020.11.07.,앤뻐,236,240000,400,2,"2,586",1,0,0
[미개봉] 에어팟 프로 팝니다.,2020.11.07.,Kirin9,114,220000,82,1,"2,581",1,1,0
에어팟 프로 미개봉 판매,2020.11.07.,화공유체열역학,632,225000,197,2,"4,683",0,0,0
미개봉 에어팟프로 판매,2020.11.07.,우쭈손흥민,"1,952",230000,513,1,"1,970",1,1,0
(수원) 에어팟 2세대 유선 미개봉 판매합니다.,2020.11.07.,-1,-1,130000,-1,-1,-1,-1,-1,0
에어팟프로 정품 미개봉 팝니다 22.5만,2020.11.07.,마나아다라,247,225000,64,2,"1,746",1,1,0
[포항]에어팟 프로 미개봉,2020.11.06.,장태규 포항,216,240000,53,3,"5,729",1,1,0
에어팟프로 정품 미개봉 팝니다 23만,2020.11.06.,마나아다라,247,230000,58,2,"1,746",1,1,0
(완료)에어팟프로 미개봉 팝니다,2020.11.06.,수성을품은우주,134,230000,231,5,"3,710",0,0,0
에어팟프로(미개봉) 팝니디~~,2020.11.06.,박영민김,10,230000,206,4,576,0,0,0
에어팟 프로 airpad pro팝니다새상품,2020.11.06.,stump1221,-1,235000,479,1,-1,1,0,0
애플 에어팟프로 미개봉 정품,2020.11.06.,오렌친구,125,230000,139,2,"8,863",1,1,0
에어팟프로 미개봉 11/5일배송받음,2020.11.06.,짬뽕속포뇨,31,220000,226,2,"1,080",1,0,0
에어팟 프로 미개봉,2020.11.06.,미세먼지뽜이야,39,230000,224,3,"1,164",1,0,0
에어팟 프로 삽니다,2020.11.06.,pjy1400,295,225000,244,1,"1,645",1,0,0
에어팟 프로 미개봉 새상품 국내 정품구매 21.9만,2020.11.05.,윱디윱,35,219000,188,2,641,0,0,0
에어팟 프로 미개봉,2020.11.05.,미세먼지뽜이야,39,230000,224,3,"1,164",1,0,0
에어팟프로 미개봉 새제품!,2020.11.05.,님아,15,240000,206,6,133,0,0,0
에어팟프로(미개봉) 23만5천 판매합니다.,2020.11.05.,jaeyeun07,37,235000,309,1,777,1,0,0
에어팟프로 미개봉 11/5일배송받음,2020.11.05.,짬뽕속포뇨,31,220000,226,2,"1,080",1,0,0
에어팟 프로 미개봉 판매합니다.,2020.11.05.,jknsd1003,6,225000,248,2,67,1,0,0
[미개봉] 에어팟 프로 검댕이 먼지 |1개| <케이스> (7000원),2020.11.05.,-1,-1,7000,-1,-1,-1,-1,-1,0
애플 정품 미개봉 에어팟프로 및 에어팟2세대 유선 1박스 10개 단위 판매합니다.,2020.11.05.,-1,-1,155000,-1,-1,-1,-1,-1,0
에어팟프로,2020.11.05.,자베12,141,200000,294,1,"2,314",1,0,0
에어팟 프로 미개봉 상품 팝니다!!,2020.11.05.,성후님,9,225000,265,2,"1,874",0,0,0
에어팟프로(미개봉) 팝니다,2020.11.05.,메롱이812,37,230000,199,3,954,1,0,0
에어팟 프로 정품 미개봉 팝니다,2020.11.04.,중복되지않은별명1,16,230000,230,4,"3,371",1,0,0
에어팟프로 미개봉 새제품 택포 230000원 팝니다.,2020.11.04.,갓진학,821,227000,235,3,"6,499",0,1,0
에어팟프로(미개봉) 팝니디~~,2020.11.04.,박영민김,10,230000,206,4,576,0,0,0
에어팟 프로 미개봉 상품 팝니다!!,2020.11.04.,성후님,9,225000,265,2,"1,874",0,0,0
에어팟 프로 미개봉 판매합니다.,2020.11.04.,jknsd1003,6,225000,248,2,67,1,0,0
애플 에어팟프로 미개봉 정품,2020.11.04.,오렌친구,125,220000,139,2,"8,863",1,1,0
미개봉 에어팟 프로 팝니다.,2020.11.04.,dadorq,25,220000,68,0,480,1,1,0
에어팟프로 미개봉 직거래만,2020.11.04.,알바트로이,57,230000,185,1,"5,185",0,0,0
에어팟 프로 미개봉 애플정품 삽니다,2020.11.03.,아나바다,7,200000,233,1,626,1,0,0
에어팟 프로 미개봉 판매합니다.,2020.11.03.,jknsd1003,6,230000,248,2,67,1,0,0
에어팟케이스 프로케이스 두가지 다 팔아요.,2020.11.03.,-1,-1,5000,-1,-1,-1,-1,-1,2
에어팟 프로 미개봉 새상품 구매합니다.,2020.11.03.,wiekr,20,200000,112,1,"3,468",1,1,0
에어팟 프로 구매원합니다.,2020.11.03.,wiekr,20,200000,240,1,"3,468",1,0,0
에어팟 프로 미개봉팝니다,2020.11.03.,은빛머리카락,11,220000,63,1,435,1,1,0
에어팟 프로 미개봉 22만원에 팝니다.,2020.11.03.,dudm5489,20,220000,237,2,56,1,0,0
(미개봉) 애플 정품 에어팟 프로 팝니다,2020.11.03.,테란지기,24,230000,64,2,"2,742",1,1,0
에어팟프로 미개봉 팝니다,2020.11.03.,아임라이터,51,200000,394,1,"2,943",1,0,0
에어팟 프로 미개봉 상품 팝니다!!,2020.11.03.,성후님,9,225000,265,2,"1,874",0,0,0
에어팟 프로 (미개봉),2020.11.03.,jjhenii,37,200000,169,7,"1,103",0,0,0
에어팟 프로 새상품,2020.11.02.,R카이사르,30,230000,0,0,262,0,1,0
에어팟2세대 [미개봉] 팝니다,2020.11.02.,-1,-1,138000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉새제품 팝니다(2020.8월제조) 애플정품,2020.11.02.,스카이13,599,205000,237,1,"2,121",0,0,0
에어팟프로 미개봉상품 팝니다,2020.11.02.,고객님안녕하세요,3,235000,400,2,136,1,0,0
에어팟 프로 미개봉 팝니다.,2020.11.02.,휴디말디,2,230000,195,1,10,1,0,0
[택포]에어팟2 미개봉,2020.11.01.,롸뢋ㄹ,2,140000,640,3,60,1,0,2
에어팟프로 미개봉신품 팝니다.,2020.11.01.,또띠,84,230000,101,1,"4,135",1,1,0
에어팟 프로 미개봉 상품 팝니다!!,2020.11.01.,성후님,9,225000,265,2,"1,874",0,0,0
미개봉 에어팟 프로,2020.11.01.,rbxor22,25,210000,169,1,84,0,0,0
에어팟 프로 미개봉 새상품 판매합니다.,2020.11.01.,sjjung1,82,230000,292,1,"2,672",1,0,0
애플 에어팟 프로 20만원! 미개봉 새제품! (MWP22KH/A),2020.11.01.,크라실드,115,200000,316,2,878,1,1,0
아이앱스튜디오 니니즈 에어팟 프로 케이스 새제품,2020.11.01.,-1,-1,34000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 새제품 팝니다,2020.11.01.,듕고나뢍,89,230000,221,3,"2,778",1,0,0
에어팟프로 미개봉 판매 22만원,2020.11.01.,뜨아,191,220000,231,3,"9,388",1,0,0
정품)애플에어팟 프로미개봉새제품 판매합니다(판매완료),2020.11.01.,so297979,155,245000,321,1,"9,981",0,0,0
(당일배송)에어팟프로 미개봉 애플코리아100%정품 판매,2020.10.31.,우쭈손흥민,"1,952",230000,529,1,"1,970",1,1,0
에어팟프로 미개봉,2020.10.31.,럽뽈,48,230000,69,1,"4,281",1,1,0
애플 에어팟 프로 22만원! 미개봉 새제품! (MWP22KH/A),2020.10.31.,크라실드,115,220000,346,2,878,1,1,0
에어팟프로 미개봉,2020.10.31.,aliceu,633,230000,43,4,"13,645",1,1,0
에어팟프로 미개봉(서울/충주 직) --24만,2020.10.31.,-1,-1,9999,-1,-1,-1,-1,-1,2
에어팟프로 미개봉신품 팝니다,2020.10.31.,라히루바,21,220000,211,2,"1,870",1,0,0
에어팟프로미개봉신품 부산직거래로팝니다,2020.10.31.,라히루바,21,220000,211,2,"1,870",1,0,0
에어팟프로 미개봉 삽니다 23만원,2020.10.31.,blwolf02,5,230000,248,1,"6,746",1,0,0
에어팟 프로 미개봉 정품,2020.10.30.,soki911,56,230000,213,1,"4,981",1,0,0
에어팟프로 미개봉,2020.10.30.,럽뽈,48,230000,69,1,"4,281",1,1,0
(당일배송)에어팟프로 미개봉 애플코리아100%정품 판매,2020.10.30.,우쭈손흥민,"1,952",232000,529,1,"1,970",1,1,0
에어팟프로 미개봉신품 부산직거래로 팝니다,2020.10.30.,라히루바,21,230000,327,2,"1,870",1,0,0
에어팟 프로 미개봉 판매합니다. 직거래,2020.10.30.,박녹주,28,230000,338,0,345,0,0,0
에어팟 프로,2020.10.30.,언제나,14,210000,246,3,"5,512",1,0,0
에어팟프로 미개봉(서울/충주 직) --24만,2020.10.30.,-1,-1,9999,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 22.5만 팝니다,2020.10.30.,마나아다라,247,225000,236,2,"1,746",1,0,0
에어팟 프로 구매원합니다.,2020.10.30.,wiekr,20,200000,240,1,"3,468",1,0,0
에어팟프로 MWP22KH/A 미개봉 22.5만 판매,2020.10.30.,마나아다라,247,225000,55,2,"1,746",1,1,0
에어팟 프로 미개봉 판매합니다. 직거래,2020.10.30.,박녹주,28,230000,370,0,345,0,0,0
에어팟 프로 애플코리아 정품 미개봉 새상품 팝니다,2020.10.30.,-1,-1,2000,-1,-1,-1,-1,-1,0
미개봉 에어팟프로 급처분,2020.10.30.,이마쿵해쪄,34,238000,524,1,692,1,1,0
에어팟 프로 미개봉 새상품 구매합니다.,2020.10.30.,wiekr,20,200000,112,1,"3,468",1,1,0
에어팟 프로,2020.10.29.,언제나,14,220000,246,3,"5,512",1,0,0
[삽니다]에어팟 3세대 미개봉 구합니다!!,2020.10.29.,중고따릉,19,190000,270,1,816,1,0,2
(당일배송)에어팟프로 미개봉 애플코리아100%정품 판매,2020.10.29.,우쭈손흥민,"1,952",232000,529,1,"1,970",1,1,0
에어팟 프로 미개봉 새상품 구매합니다.,2020.10.29.,wiekr,20,200000,112,1,"3,468",1,1,0
에어팟 프로 airpad pro팝니다새상품,2020.10.29.,stump1221,-1,235000,479,1,-1,1,0,0
에어팟 프로 정품 새제품 팝니다,2020.10.29.,갓진학,821,227000,198,3,"6,499",1,1,0
에어팟프로 미개봉신품 부산직거래로 팝니다,2020.10.29.,라히루바,21,230000,327,2,"1,870",1,0,0
애플정품 미개봉 에어팟프로 및 에에팟2세대유선 도매 판매합니다.,2020.10.29.,-1,-1,155000,-1,-1,-1,-1,-1,0
에어팟프로 MWP22KH/A 미개봉 23만 판매,2020.10.29.,마나아다라,247,230000,53,2,"1,746",1,1,0
(대전/세종) 에어팟 프로 미개봉 새제품 판매 23만,2020.10.29.,모텔하우스,231,230000,74,1,"2,682",1,1,0
미개봉 에어팟프로 24만원에 판매합니다,2020.10.29.,뽀람뽀람뽀,63,240000,79,2,"1,679",1,1,0
에어팟프로 미개봉신품 부산직거래로 팝니다,2020.10.29.,라히루바,21,230000,63,2,"1,870",1,1,0
에어팟프로 미개봉새제품 팝니다~(20년9월제조),2020.10.28.,루니루니룬히,160,225000,35,1,"1,094",1,1,0
