title,written_time,author,author_num,price,length,img,attend_num,deliver,talk,spam
에어팟 프로 미개봉,2021.03.14.,newdayram,13,210000,162,4,"2,584",0,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.13.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
21년 생산 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.13.,저기서여기,"2,721",240000,365,1,"1,568",1,1,0
20년11월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.13.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
[미개봉]애플 에어팟 프로 애플코리아 국내정식발매품 미개봉 새제품 - 21만원,2021.03.13.,-1,-1,2000,-1,-1,-1,-1,-1,0
21년 생산 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.13.,저기서여기,"2,721",240000,365,1,"1,568",1,1,0
20년11월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.13.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
[미개봉 매장정품] 애플 에어팟 프로 23.5만에 팝니다,2021.03.13.,illilya,39,235000,224,2,"1,288",1,1,0
에어팟 프로 미개봉,2021.03.13.,모랄리리,24,225000,258,1,"2,447",1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.13.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
미개봉 에어팟 프로 22만원에 팔아요!!,2021.03.13.,yehwa7011,1,220000,29,1,275,0,1,1
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.13.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
20년11월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.12.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.12.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
애플정품 에어팟프로 미개봉 2020/11 제조 판매합니다,2021.03.12.,OYOYO123,16,230000,165,2,54,1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.12.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
벨킨 고속무선충전기 10w 미개봉,2021.03.12.,-1,-1,30000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 판매합니다.,2021.03.12.,무도볼꺼임,19,217000,245,2,"3,826",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.12.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
(강남) 에어팟 2세대 유선충전 (미개봉) (쿨거래 네고),2021.03.12.,-1,-1,125000,-1,-1,-1,-1,-1,0
애플 정품 미개봉 에어팟 프로 및 에어팟2세대 유선 20개 단위 세금계산서 발행 조건으로 판매합니다.,2021.03.12.,-1,-1,155000,-1,-1,-1,-1,-1,2
20년11월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.12.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟 프로 미개봉,2021.03.11.,앨리트,1,230000,133,1,363,0,1,1
20년11월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.11.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
(강남) 에어팟 2세대 유선충전 (미개봉) (쿨거래 네고),2021.03.11.,-1,-1,125000,-1,-1,-1,-1,-1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.11.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.11.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
애플 에어팟 프로 미개봉 새제품 21.01 제조 판매합니다,2021.03.11.,zet2,87,220000,0,0,"5,323",0,1,0
에어팟프로 미개봉 새상품 판매합니다,2021.03.11.,현이,6,235000,0,0,110,0,1,0
에어팟프로 미개봉 판매합니다.,2021.03.11.,무도볼꺼임,19,220000,299,2,"3,826",1,0,0
에어팟 프로 팝니다.(미개봉),2021.03.11.,순둥이바보,13,200000,398,4,377,1,1,0
[새상품/미개봉] 에어팟 프로 / Airpod Pro / 애플 공홈 구매,2021.03.11.,김수연,35,240000,214,3,"3,271",0,1,0
에어팟 프로 미개봉 21년 제조,2021.03.11.,의류판매처,81,250000,1071,1,"1,694",1,1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.11.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟 프로 미개봉 팝니다 (택포),2021.03.11.,토끼야또끼야,3,240000,181,2,175,0,1,0
[완료]에어팟프로 미개봉 새제품 판매합니다.,2021.03.11.,gangeejjung,384,225000,182,3,"5,330",1,1,0
벨킨 고속무선충전기 10w 미개봉,2021.03.11.,-1,-1,30000,-1,-1,-1,-1,-1,0
에어팟프로 애플케어+ 판매합니다.,2021.03.11.,uncass3759,566,270000,261,1,"1,518",1,0,0
에어팟프로 미개봉 팝니다 .,2021.03.11.,qhrmd2,8,240000,192,1,70,1,0,0
(강남) 에어팟 2세대 유선충전 (미개봉) (쿨거래 네고),2021.03.10.,-1,-1,125000,-1,-1,-1,-1,-1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.10.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟프로 airpods pro 미개봉 신품,2021.03.10.,토토로,40,220000,217,2,"1,787",1,0,0
에어팟 프로 정품 미개봉 (택포25),2021.03.10.,scjhjjlove,185,250000,89,5,"1,913",0,1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.10.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟프로 미개봉 판매합니다.,2021.03.10.,무도볼꺼임,19,220000,299,2,"3,826",1,0,0
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.03.10.,-1,-1,75000,-1,-1,-1,-1,-1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.10.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 판매합니다,2021.03.10.,흥이넘치네,5,180000,365,1,47,1,0,1
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.10.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 에어팟프로 새상품,2021.03.10.,냐부리,12,240000,228,1,87,0,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.10.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
벨킨 고속무선충전기 10w 미개봉,2021.03.10.,-1,-1,30000,-1,-1,-1,-1,-1,0
에어팟 프로 공홈 미개봉 팝니다.,2021.03.10.,프레이키,"1,005",230000,230,1,"17,666",0,0,0
에어팟 프로 미개봉 새제품,2021.03.10.,-1,-1,2000,-1,-1,-1,-1,-1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.09.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
애플 에어팟프로 미개봉 정품 코리아,2021.03.09.,오렌친구,125,225000,311,3,"8,863",1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.09.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.09.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.09.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉 새상품 (21년2월),2021.03.09.,름탱,1,240000,197,3,192,0,0,0
에어팟 프로 미개봉 새상품 판매,2021.03.09.,뺘뺘바,9,240000,256,1,62,1,0,0
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.03.09.,-1,-1,75000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 판매,2021.03.09.,영남,22,225000,206,2,"1,908",1,0,0
에어팟프로 삽니다.(미개봉),2021.03.09.,벨트가이,17,200000,247,1,"2,592",1,0,2
에어팟프로 미개봉 새제품 판매합니다.,2021.03.09.,gangeejjung,384,225000,182,3,"5,330",1,1,0
에어팟 프로 미개봉,2021.03.09.,보라보라보미니누,8,210000,359,3,67,0,0,0
벨킨 고속무선충전기 10w 미개봉,2021.03.09.,-1,-1,30000,-1,-1,-1,-1,-1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.09.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.08.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉 22만원 2월25일 제품,2021.03.08.,Unknowm,74,220000,153,1,"1,961",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.08.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟프로 미개봉 판매합니다.,2021.03.08.,무도볼꺼임,19,220000,299,2,"3,826",1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.08.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.08.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟프로 미개봉 새제품 판매합니다.,2021.03.08.,gangeejjung,384,225000,181,3,"5,330",1,1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.08.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟프로 미개봉 새제품,2021.03.08.,썩은쥐,28,220000,217,1,990,1,0,0
에어팟 프로 미개봉 20만원,2021.03.08.,tndnwl1596,2,200000,169,1,231,0,0,1
레이저 에어팟프로 케이스 (쿼츠),2021.03.08.,-1,-1,10000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉(2021년 1월 생산 애플 공홈)팝니다,2021.03.08.,cse0806,14,230000,278,1,845,1,0,0
에어팟 프로 팝니다,2021.03.07.,현운아냐,1,240000,235,2,230,1,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.07.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
아이앱 x 케이스티파이 에어팟 프로 케이스,2021.03.07.,-1,-1,60000,-1,-1,-1,-1,-1,0
에어팟 프로 공홈판 미개봉 새제품 팝니다.,2021.03.07.,프레이키,"1,005",240000,228,2,"17,666",1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.07.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.07.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.07.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
벨킨 고속무선충전기 10w 미개봉 판매,2021.03.07.,-1,-1,30000,-1,-1,-1,-1,-1,0
레이저 에어팟프로 케이스,2021.03.07.,-1,-1,12000,-1,-1,-1,-1,-1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.06.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
벨킨 고속무선충전기 10w 미개봉 판매,2021.03.06.,-1,-1,30000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 삽니다,2021.03.06.,8ㅆ8,20,200000,203,1,513,1,0,2
에어팟프로 개선판 미개봉,2021.03.06.,이따봐용,5,225000,238,2,232,1,0,0
에어팟 프로 미개봉 팝니다,2021.03.06.,조이찡,78,230000,218,2,974,0,0,0
에어팟프로,2021.03.06.,loksunn11,4,220000,228,4,221,1,0,0
에어팟프로 미개봉새상품(2021.1 제조),2021.03.06.,BerryBerry,28,230000,264,2,"1,213",1,0,0
에어팟프로 미개봉새상품(21년1월 제조년월),2021.03.06.,80복돌맘,18,230000,278,1,340,1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.06.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉(2021년 1월 생산 애플 공홈)팝니다,2021.03.06.,cse0806,14,230000,299,1,845,1,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.06.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
레이저 에어팟프로 케이스,2021.03.06.,-1,-1,15000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 판매합니다,2021.03.06.,bark1000z,-1,255000,267,1,-1,1,0,0
[미개봉] 블루투스이어폰 애플 에어팟프로 팝니다.,2021.03.06.,kdhan82,418,220000,295,3,"7,022",1,0,0
에어팟2 유선 미개봉,2021.03.05.,채양갱,1,130000,287,1,186,1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.05.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉 후딱 팝니다!,2021.03.05.,쌉수덩,7,220000,285,3,267,1,0,0
에어팟 프로 미개봉 팝니다~,2021.03.05.,깔끔하게사고팔자,83,200000,253,2,"2,870",0,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.05.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟프로 미개봉 21.1제조,2021.03.05.,ailmdhcdne,4,230000,238,2,584,1,0,0
에어팟 프로 미개봉 2021년 1월 생산 팝니다,2021.03.05.,cse0806,14,230000,227,1,845,0,0,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.05.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.05.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
애플 에어팟프로 미개봉 정품 코리아,2021.03.05.,오렌친구,125,225000,311,3,"8,863",1,0,0
에어팟2 유선충전 미개봉 팝니다,2021.03.05.,makke,2,120000,202,1,322,0,0,0
에어팟프로 미개봉 (제조년월 21.02),2021.03.05.,창문두개,25,240000,254,3,732,1,0,0
에어팟2세대 유선 미개봉 12만원,2021.03.05.,-1,-1,120000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 팝니다,2021.03.05.,조이찡,78,230000,218,2,974,0,0,0
미개봉 에어팟프로 판매(23만원),2021.03.05.,피비,91,230000,244,2,"4,895",1,0,0
에어팟프로 미개봉 새제품 판매합니다.,2021.03.05.,gangeejjung,384,225000,181,3,"5,330",1,1,0
미개봉 에어팟 프로 (2021.1. 생산 / 택포 22만 / 의정부 직거래 가능),2021.03.05.,한글사랑2,7,220000,67,4,532,1,1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.05.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
에어팟 프로 정품 미개봉 팝니다,2021.03.05.,올리베일,6,235000,233,3,123,1,0,0
벨킨 고속무선충전기 10w 미개봉 판매,2021.03.05.,-1,-1,30000,-1,-1,-1,-1,-1,0
에어팟 2세대 유선충전 모델 미개봉 팝니다.,2021.03.05.,-1,-1,130000,-1,-1,-1,-1,-1,2
에어팟 맥스 스페이스 그레이 미개봉 팝니다.,2021.03.05.,-1,-1,560000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 및 케이스,2021.03.04.,chdnjs9003,42,250000,321,2,543,0,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.04.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉,2021.03.04.,미엘밍,9,240000,196,2,187,0,0,1
에어팟2 충전형 미개봉 팝니다,2021.03.04.,달바라기,20,120000,194,1,308,0,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.04.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.04.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
애플 정품 미개봉 에어팟 프로 및 에어팟2세대 유선 20개 단위 세금계산서 발행 조건으로 판매합니다.,2021.03.04.,-1,-1,155000,-1,-1,-1,-1,-1,0
20년10월이후 에어팟프로 (Airpods pro) 미개봉 상품 판매합니다.,2021.03.04.,저기서여기,"2,721",235000,365,1,"1,568",1,1,0
[미개봉새상품]에어팟프로 21년1월제조 새상품,2021.03.04.,wwhhkk,136,230000,221,4,"1,746",0,0,0
에어팟프로 미개봉 새제품 쿠팡 배송지변경으로 판매합니다.,2021.03.04.,ooo94xx,"1,456",225000,280,1,"3,018",1,0,0
애어팟프로 미개봉 판매합니다.,2021.03.04.,wkdqhals1234,"1,326",200000,330,2,"1,164",1,0,0
정품 미개봉 에어팟 프로 새제품 팝니다,2021.03.03.,도롱뇽가리공식,250,230000,454,2,247,1,0,0
에어팟 프로 미개봉 :),2021.03.03.,0923dan,5,230000,193,3,44,0,0,1
[미개봉] 블루투스이어폰 애플 에어팟프로 팝니다.,2021.03.03.,kdhan82,418,220000,295,3,"7,022",1,0,0
[미개봉] 에어팟프로 팝니다,2021.03.03.,ssong720,432,240000,243,3,"1,431",0,0,0
에어팟 프로 미개봉,2021.03.03.,모랄리리,24,225000,258,1,"2,447",1,0,0
미개봉 에어팟프로 판매(23만원),2021.03.03.,피비,91,230000,244,2,"4,895",1,0,0
에어팟 프로 미개봉 상품 택/직 판매합니다.,2021.03.03.,초보,304,220000,229,3,"1,349",1,0,0
에어팟 프로 미개봉 20.11 제조,2021.03.02.,의류판매처,81,240000,1071,1,"1,695",1,1,0
에어팟 프로 미개봉 (쿨거래 230000),2021.03.02.,0923dan,5,235000,221,5,44,0,0,1
에어팟 프로 국내 정품 새제품 판매합니다,2021.03.02.,다인베리,15,230000,292,2,"1,721",1,0,0
코닥 에어팟프로 케이스(미개봉 새상품),2021.03.02.,-1,-1,22000,-1,-1,-1,-1,-1,2
에어팟프로,2021.03.02.,-1,-1,2000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 23만원 판매합니다.,2021.03.02.,jaeyeun07,37,230000,155,0,777,1,1,0
에어팟2 미개봉 애플공홈 새상품 판매합니다,2021.03.02.,윤지후,203,160000,266,2,"1,941",1,0,2
에어팟프로,2021.03.02.,chdnjs9003,42,250000,324,3,543,0,0,0
미개봉 에어팟프로,2021.03.02.,ㅁ,101,200000,199,2,"2,970",0,0,1
미개봉 에어팟프로 판매(23만원),2021.03.02.,피비,91,230000,244,2,"4,895",1,0,0
에어팟 프로 미개봉 상품 택/직 판매합니다.,2021.03.02.,초보,304,220000,229,3,"1,349",1,0,0
에어팟프로 미개봉 팝니다,2021.03.02.,wkdqhals1234,"1,326",230000,288,2,"1,164",1,0,0
에어팟 프로 29만(택포),2021.03.01.,Mona1,52,290000,354,3,368,1,0,0
에어팟프로 미개봉 팝니다~~~!! 21만원,2021.03.01.,밍기s,118,210000,223,1,"1,309",0,0,0
미개봉 에어팟프로 판매(23만원),2021.03.01.,피비,91,230000,244,2,"4,895",1,0,0
에어팟 프로 미개봉 상품 택/직 판매합니다.,2021.03.01.,초보,304,220000,229,3,"1,349",1,0,0
(미개봉) 11만원 에어팟 프로2세대 판매합니다,2021.03.01.,-1,-1,110000,-1,-1,-1,-1,-1,2
(미개봉) 11만원 에어팟 프로2세대 판매합니다,2021.03.01.,-1,-1,110000,-1,-1,-1,-1,-1,2
(미개봉) 에어팟 프로2세대 판매합니다 11만,2021.03.01.,-1,-1,105745,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 상품 택/직 판매합니다.,2021.02.28.,초보,304,220000,229,3,"1,349",1,0,0
에어팟 프로 새제품,2021.02.28.,베리베리오리,28,230000,185,1,885,1,0,0
애플 에어팟 프로 미개봉 + 실리콘 케이스 + 철가루 방지 스티커,2021.02.28.,qwefdsagbg,41,235000,299,1,"1,499",1,0,0
에어팟 프로 미개봉 팝니다,2021.02.27.,조이찡,78,230000,218,2,974,0,0,0
에어팟 프로 미개봉 정품,2021.02.27.,yollo1,57,227000,186,1,"3,880",0,0,0
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.02.27.,-1,-1,80000,-1,-1,-1,-1,-1,2
에어팟 프로 (미개봉) 판매합니다. (착불),2021.02.27.,hbdlawls,13,230000,169,2,"1,441",0,0,0
BMW 정품 에어팟 프로 케이스,2021.02.27.,-1,-1,37000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉,2021.02.26.,Knber,165,230000,239,1,"3,089",1,0,0
에어팟 프로 미개봉 21년2월제조,2021.02.26.,임피니,5,235000,196,2,90,0,0,1
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.02.26.,-1,-1,80000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 정품,2021.02.26.,yollo1,57,227000,186,1,"3,880",0,0,0
에어팟프로 미개봉 판매합니다. (2개),2021.02.26.,mottoss,39,220000,18,1,856,0,1,0
메종키츠네 X 네이티브유니온 에어팟프로 케이스 (그린) 미개봉 팝니다. (4만),2021.02.26.,-1,-1,40000,-1,-1,-1,-1,-1,0
갤럭시 버즈 프로 바이올렛 (새상품) 팝니다.,2021.02.26.,zkfk48,6,180000,495,3,91,1,0,0
에어팟 프로 새거 미개봉,2021.02.25.,뚱뚱부부,17,230000,216,3,805,1,0,0
아이앱 케이스티파이 에어팟 프로 케이스,2021.02.25.,-1,-1,65000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 정품,2021.02.25.,yollo1,57,227000,186,1,"3,880",0,0,0
(서울) 에어팟프로 팝니다. 미개봉,2021.02.25.,twkim7337,6,238000,499,2,"1,029",1,0,0
에어팟프로 미개봉새상품,2021.02.25.,봉스애벌레,114,245000,193,2,"8,017",0,0,0
정발 에어팟프로 미개봉새제품팝니다 20년 11월제조 225000원,2021.02.25.,정우우정,560,225000,201,1,"13,608",1,0,0
에어팟 2세대 유선충전 미개봉,2021.02.24.,-1,-1,130000,-1,-1,-1,-1,-1,0
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.02.24.,-1,-1,80000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 신품 판매합니다.,2021.02.24.,youpik99,1,230000,225,1,758,1,0,0
에어팟프로 미개봉새상품 판매합니다,2021.02.24.,xnoma2,55,225000,220,2,"1,882",1,0,0
[판매완료]미개봉 에어팟 프로 판매합니다.,2021.02.24.,가갸거겨고교구규기그,305,230000,511,1,"14,733",1,0,0
VINPOK PLUX 3 IN 1 충전기 팝니다.,2021.02.24.,-1,-1,30000000,-1,-1,-1,-1,-1,0
Airpods pro (에어팟 프로) 미개봉 새제품 싸게팝니다!,2021.02.23.,parkhyobae,164,230000,157,1,"1,156",1,1,0
에어팟프로 미개봉 새상품 애플공홈구매 (2021년 1월 제조),2021.02.23.,호에1,4,230000,298,4,148,0,0,0
에어팟 프로 미개봉 새상품 팝니다,2021.02.23.,꼬꼬꼬,83,230000,232,2,"1,952",1,0,0
에어팟 2세대 유선충전 (미개봉) 팔아욤/직거래 가능(연락 주세요!)/ 저번주에 픽업한 아이입니다~~,2021.02.23.,-1,-1,140000,-1,-1,-1,-1,-1,2
버즈 라이브(SM-R180N) 블랙 미개봉 팔아요,2021.02.23.,-1,-1,100000,-1,-1,-1,-1,-1,0
[에어팟프로 미개봉 새제품] 22만원,2021.02.23.,희군냐,2,220000,203,1,531,1,0,0
에어팟 프로 미개봉 새상품 판매,2021.02.23.,바으리스타,92,228000,286,3,"7,958",1,0,0
(미개봉) 에어팟프로 21년 1월 제조 판매합니다.,2021.02.23.,니케는승리2,61,230000,66,3,747,1,1,0
미개봉) 애플코리아 정품 에어팟프로 생산21년1월 23만원 팜 -시흥대야동택배-,2021.02.23.,경로기3,64,230000,215,3,221,0,0,0
아이폰12미니 128G 블루(단순개봉)에어팟 프로케이스(미개봉)어뎁터 판매,2021.02.23.,-1,-1,1130000,-1,-1,-1,-1,-1,2
에어팟 프로 21년 1월 미개봉,2021.02.22.,-1,-1,111111,-1,-1,-1,-1,-1,0
에어팟프로 20년 12월제조 미개봉 새상품 (국내정품) 22.5만,2021.02.22.,윤똘이,174,225000,254,2,"3,012",1,0,0
에어팟 프로 새상품 21만원 (애플코리아 정품),2021.02.22.,Miniwony03,15,210000,307,2,680,0,0,0
[부천]미개봉 에어팟프로 팝니다 21년 1월제조,2021.02.22.,인생,22,230000,215,1,"2,825",1,0,0
(서울) 에어팟프로 팝니다. 미개봉,2021.02.22.,twkim7337,6,238000,499,2,"1,029",1,0,0
에어팟 프로 미개봉 새상품,2021.02.22.,yjapt105,409,220000,0,0,"1,423",0,1,0
에어팟 프로 미개봉 새상품 팝니다,2021.02.22.,꼬꼬꼬,83,230000,232,2,"1,952",1,0,0
애플 에어팟 2세대 유선충전 판매합니다.(라이트닝 케이블 새상품 철가루 방지 1세트 포함),2021.02.22.,-1,-1,80000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉신품 애플코리아 정품 23만원,2021.02.22.,철이,1,230000,202,6,312,1,0,0
애플워치 6 GPS 44mm & 에어팟 프로 미개봉품팔아요!,2021.02.22.,-1,-1,700000,-1,-1,-1,-1,-1,0
에어팟프로 미개봉 새상품 애플공홈구매 (2021년 1월 제조),2021.02.22.,호에1,4,230000,298,4,148,0,0,0
에어팟 프로 애플코리아 정품구매 미개봉 새제품,2021.02.21.,GKSY,181,235000,253,3,"8,783",1,0,0
에어팟프로 미개봉팝니다,2021.02.21.,UL SAN,335,230000,246,1,"8,946",0,0,0
에어팟프로 미개봉 판매,2021.02.21.,rhapsody29,261,210000,310,2,"1,767",1,0,0
[미개봉 새제품] 에어팟 프로,2021.02.21.,발랄,10,240000,231,2,"1,433",1,0,0
애플 에어팟 프로 새제품 미개봉 판매(당산봉은사),2021.02.21.,효소2020,9,230000,191,1,158,1,1,0
AirPods Pro 애플 에어팟 프로 미개봉 새상품 정품,2021.02.21.,광명역 4번출구,93,240000,247,4,"4,816",1,0,0
에어팟 프로 미개봉 새제품,2021.02.20.,유우,199,235000,199,3,"2,657",0,0,0
(부산/미개봉)에어팟 2 유선충전모델 미개봉 팔아요 2021년 1월제조,2021.02.20.,깜잇,20,139000,75,2,452,1,1,2
에어팟 프로 미개봉 새상품 팝니다,2021.02.20.,꼬꼬꼬,83,240000,232,2,"1,952",1,0,0
에어팟 프로 미개봉 20.11 제조,2021.02.20.,의류판매처,81,240000,1071,1,"1,695",1,1,0
에어팟프로20년6월 미개봉 팝니다 (대구),2021.02.20.,달아달아밝은달아,28,220000,40,1,"1,091",0,1,0
(부산) 에어팟 프로 정품 새상품 팝니다,2021.02.20.,먹지마세요가글,35,235000,212,1,"2,384",1,0,0
에어팟 프로 새거 미개봉,2021.02.20.,뚱뚱부부,17,230000,216,3,805,1,0,0
미개봉) 애플워치6 실버 44mm GPS,2021.02.20.,-1,-1,500000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 새재품팝니다,2021.02.20.,basilisk404,306,235000,227,2,994,1,0,0
에어팟프로 3세대 2021년 1월 미개봉제품 24만원에 팝니다,2021.02.20.,심미안7,24,240000,240,1,"1,456",0,0,0
에어팟프로 미개봉 판매,2021.02.20.,rhapsody29,261,210000,310,2,"1,767",1,0,0
에어팟프로 2021/1월 제조 미개봉 새제품 (1개남음),2021.02.19.,낮보다는 밤에,9,240000,221,2,116,0,0,0
에어팟2 유/무선 중고/새상품 2개 판매합니다,2021.02.19.,-1,-1,9999,-1,-1,-1,-1,-1,0
미개봉) 애플워치6 실버 44mm GPS,2021.02.19.,-1,-1,500000,-1,-1,-1,-1,-1,0
에어팟 프로 미개봉 판매합니다,2021.02.19.,redeyepo,55,230000,203,2,566,1,0,0
미개봉 에어팟프로 판매해요,2021.02.19.,투멀로우,71,235000,273,1,200,1,0,0
에어팟 프로(미개봉),2021.02.19.,호감가는아이,78,230000,240,3,"6,141",1,0,0
