author_num,price,length,img,attend_num,deliver,talk,spam
25,210000,169,1,84,0,0,0
82,230000,292,1,2672,1,0,0
115,200000,316,2,878,1,1,0
89,230000,221,3,2778,1,0,0
191,220000,231,3,9388,1,0,0
155,245000,321,1,9981,0,0,0
1952,230000,529,1,1970,1,1,0
48,230000,69,1,4281,1,1,0
115,220000,346,2,878,1,1,0
633,230000,43,4,13645,1,1,0
21,220000,211,2,1870,1,0,0
21,220000,211,2,1870,1,0,0
56,230000,213,1,4981,1,0,0
1952,232000,529,1,1970,1,1,0
21,230000,327,2,1870,1,0,0
28,230000,338,0,345,0,0,0
14,210000,246,3,5512,1,0,0
247,225000,236,2,1746,1,0,0
247,225000,55,2,1746,1,1,0
28,230000,370,0,345,0,0,0
14,220000,246,3,5512,1,0,0
821,227000,198,3,6499,1,1,0
247,230000,53,2,1746,1,1,0
231,230000,74,1,2682,1,1,0
63,240000,79,2,1679,1,1,0
21,230000,63,2,1870,1,1,0
160,225000,35,1,1094,1,1,0
174,165000,157,2,1211,1,1,0
3,200000,31,3,69,1,1,0
14,230000,87,3,501,1,1,0
91,225000,89,1,3654,1,1,0
14,210000,70,2,303,1,1,0
1952,235000,529,1,1970,1,1,0
1952,235000,529,1,1970,1,1,0
17,240000,70,1,2871,1,1,0
61,220000,37,1,4154,1,1,0
19,235000,74,1,229,1,1,0
14,235000,32,1,269,0,1,0
88,210000,56,2,1820,1,1,0
38,235000,49,1,432,1,1,0
28,230000,73,1,5474,1,1,0
16,235000,52,3,411,0,1,0
110,240000,40,4,3898,0,1,0
9,230000,44,1,573,1,1,0
25,220000,120,2,1099,0,1,0
54,230000,83,3,679,1,1,0
34,237000,528,1,692,1,1,0
1,185000,85,3,11,0,1,1
24,240000,265,2,7393,1,1,0
54,230000,54,3,679,0,1,0
15,230000,212,3,1027,1,1,0
15,250000,211,3,1027,1,1,0
1,185000,230,5,93,1,1,1
125,230000,143,2,8863,1,1,0
125,230000,139,1,8863,1,1,0
116,220000,294,1,1551,1,1,0
15,250000,212,3,1027,1,1,0
41,230000,90,1,1877,1,1,0
23,230000,119,4,6156,1,1,0
265,210000,125,3,18108,1,1,0
6,220000,33,2,512,1,1,0
9,229000,0,0,382,0,1,0
84,230000,99,1,515,0,1,0
125,230000,139,1,8863,1,1,0
116,220000,295,1,1551,1,1,0
9,230000,46,3,393,1,1,0
14,235000,15,1,269,0,1,0
639,230000,105,1,6829,1,1,0
41,239000,86,3,2366,1,1,0
84,235000,84,1,515,0,1,0
30,230000,0,0,262,0,1,0
2,220000,35,2,33,1,1,0
77,240000,276,1,1622,0,1,0
2,220000,21,2,33,0,1,0
14,240000,34,1,269,0,1,0
31,240000,31,1,588,0,1,1
12,240000,44,1,209,1,1,0
14,220000,65,4,237,1,1,0
206,240000,62,1,3904,1,1,0
1,220000,29,1,73,1,1,0
8,230000,55,1,143,1,1,0
11,220000,94,2,435,1,1,0
182,239000,83,2,1637,1,1,0
25,220000,63,3,689,1,1,0
79,240000,20,2,392,0,1,0
281,230000,0,0,3171,0,1,0
17,220000,192,2,273,1,1,0
17,230000,49,2,1346,1,1,0
97,240000,104,3,5927,1,1,0
24,220000,147,1,2681,1,1,0
7,240000,92,3,1619,1,1,0
5,230000,100,1,857,1,1,0
4,240000,37,3,76,1,1,0
35,230000,150,1,2393,1,1,0
7,230000,19,2,215,0,1,0
98,230000,0,0,1713,0,1,0
199,220000,0,0,3377,0,1,0
59,230000,70,4,2461,1,1,0
27,220000,109,2,1594,0,1,0
77,240000,277,1,1622,0,1,0
2,240000,82,4,23,1,1,0
87,230000,29,1,1180,0,1,0
7,130000,112,3,39,1,1,1
22,195000,206,1,1859,1,1,0
7,240000,19,2,215,0,1,0
60,235000,240,2,401,1,1,0
389,240000,141,3,1079,1,1,0
145,240000,208,1,3858,1,1,0
5,230000,59,2,77,1,1,0
209,233000,61,1,1956,1,1,0
69,195000,99,2,734,1,1,0
63,240000,84,3,339,1,1,0
76,220000,74,1,178,1,1,0
32,220000,66,1,3863,1,1,0
44,235000,87,4,888,1,1,0
4,230000,45,1,282,1,1,0
8,230000,29,2,86,0,1,0
147,230000,113,3,4363,1,1,0
2,230000,70,2,99,1,1,0
16,220000,25,4,100,1,1,0
93,238000,23,1,4509,1,1,0
208,235000,31,4,2486,0,1,0
399,123456,136,1,5944,1,1,0
277,230000,19,1,1816,1,1,0
35,230000,48,3,881,1,1,0
6,230000,170,1,62,1,1,0
37,210000,144,5,248,1,1,0
9,230000,58,3,67,0,1,0
53,230000,121,1,5388,1,1,0
84,235000,77,2,515,0,1,0
301,240000,40,1,4573,1,1,0
928,195000,124,6,19097,0,1,0
28,230000,62,1,2370,1,1,0
39,200000,26,3,759,1,1,0
19,230000,110,2,384,1,1,0
12,225000,154,1,750,1,1,0
3,210000,100,3,189,1,1,0
26,200000,35,2,58,1,1,0
176,225000,63,1,8274,1,1,0
84,235000,108,2,515,0,1,0
199,240000,420,2,1434,1,1,0
81,230000,79,3,662,1,1,0
47,210000,66,2,1057,1,1,0
48,230000,136,2,541,1,1,0
84,240000,106,2,515,0,1,0
12,230000,77,4,518,1,1,0
5,235000,69,1,42,1,1,0
113,220000,153,1,2573,1,1,0
37,230000,46,2,538,1,1,0
17,250000,124,1,122,0,1,0
32,200000,28,1,641,1,1,0
41,230000,204,3,1288,1,1,0
32,220000,28,1,641,1,1,0
2,220000,65,1,917,1,1,0
32,225000,18,1,641,0,1,0
63,235000,30,1,4786,0,1,0
50,230000,24,1,2373,0,1,0
81,240000,28,1,2581,0,1,0
36,235000,89,4,2612,0,1,0
32,225000,7,1,641,0,1,0
185,230000,109,2,9445,0,1,0
81,230000,147,3,662,1,1,0
21,250000,132,3,3203,0,1,0
8,230000,34,2,324,0,1,0
30,230000,67,1,788,1,1,1
2037,225000,0,1,4613,0,1,0
47,230000,66,1,3915,0,1,0
17,210000,29,2,175,1,1,0
21,235000,28,2,556,1,1,0
11,220000,80,1,696,1,1,0
89,240000,170,4,3104,1,1,0
36,230000,143,2,230,1,1,0
12,210000,49,3,33,1,1,0
78,200000,74,1,603,0,1,0
12,210000,49,3,33,1,1,1
12,220000,25,3,33,0,1,1
9,220000,22,3,342,0,1,0
212,240000,102,2,1111,1,1,0
21,235000,153,3,274,1,1,0
23,245000,122,2,349,1,1,0
9,230000,48,3,342,1,1,0
500,240000,14,1,7283,0,1,0
500,240000,30,1,7283,0,1,0
36,240000,19,2,897,0,1,0
33,220000,100,3,940,1,1,0
48,210000,59,3,967,1,1,0
43,250000,113,3,557,1,1,0
35,238000,74,1,2538,0,1,0
9,220000,27,3,342,0,1,0
43,220000,441,4,2593,1,1,0
28,230000,73,1,4840,1,1,0
36,230000,146,1,230,1,1,0
15,230000,206,4,527,1,0,0
22,230000,75,1,888,1,1,0
2,230000,41,2,94,1,1,1
2,240000,90,2,94,1,1,1
36,230000,164,1,230,1,1,0
277,235000,48,1,5303,1,1,0
212,245000,67,2,1111,1,1,0
85,230000,139,1,861,0,1,0
47,215000,103,3,164,1,1,0
3,230000,89,2,241,1,1,0
137,220000,58,1,262,1,1,0
611,220000,59,5,8710,0,1,0
14,250000,76,2,401,1,1,0
20,220000,39,4,715,0,1,0
88,230000,0,1,6047,0,1,0
212,250000,67,2,1111,1,1,0
88,230000,0,1,6048,0,1,0
500,240000,30,1,7284,0,1,0
1,200000,159,3,330,0,1,1
15,225000,84,1,990,1,1,0
87,230000,77,1,4957,1,1,0
62,220000,145,2,5863,1,1,0
3,170000,201,1,222,1,0,1
54,220000,74,1,149,1,1,0
2,190000,67,2,17,1,1,1
64,225000,64,1,754,1,1,0
124,230000,156,1,1880,1,1,0
2,190000,67,2,17,1,1,0
1,130000,135,3,3033,1,0,1
98,230000,77,1,4938,1,1,0
23,230000,54,1,753,0,1,0
1,200000,82,2,532,0,1,1
9,210000,33,4,786,1,1,1
1,140000,73,2,23,0,1,1
20,220000,243,2,3724,1,1,0
2,170000,65,1,202,0,1,1
23,230000,106,1,985,1,1,0
20,240000,27,2,779,0,1,0
64,225000,64,1,750,1,1,0
3,220000,97,2,197,0,1,0
343,215000,57,2,4989,1,1,0
2,200000,33,2,50,0,1,0
30,220000,137,1,784,1,1,0
1,100000,66,2,66,0,0,1
21,210000,151,3,1079,1,1,0
5,170000,285,1,227,1,0,1
1,200000,177,4,337,0,1,1
17,225000,109,1,991,1,1,0
32,250000,148,3,5157,1,1,0
1,130000,162,3,88,1,0,1
86,230000,77,1,4963,1,1,0
9,220000,82,2,16,1,1,0
130,230000,156,1,1881,1,1,0
17,225000,84,1,991,1,1,0
87,230000,77,1,4963,1,1,0
1,140000,73,1,92.5,0,1,1
2,190000,72,3,13,0,1,1
1,130000,124,4,360,0,0,1
1,130000,114,3,438,1,0,1
1,190000,63,2,149,1,1,1
3,150000,65,4,35,0,1,1
1,200000,77,1,12,0,1,1
1,140000,64,2,4,0,0,1
1,180000,104,1,92.5,0,0,1
10,180000,105,1,328,0,0,1
58,150000,125,1,9257,0,1,1
7,200000,104,3,162,1,1,1
1,150000,147,2,11,0,0,1
1,180000,127,4,92.5,1,0,1
1,130000,59,3,77,0,1,1
1,140000,63,2,92.5,0,0,1
1,130000,94,3,92.5,0,0,1
1,190000,78,3,92.5,1,0,1
9,150000,38,2,173,1,0,1
3,200000,66,2,5,1,0,1
59,200000,93,3,4250,1,1,1
1,190000,80,3,2,1,0,1
4,200000,133,4,179,1,1,1
1,150000,38,2,14,1,0,1
2,150000,68,1,3,1,0,1
1,130000,158,1,92.5,1,0,1
2,200000,86,4,123,1,0,1
2,180000,113,1,10,1,0,1
4,200000,133,4,179,1,1,1
2,130000,101,4,105,1,0,1
3,200000,14,1,81,1,0,1
6,199000,74,1,255,1,0,1
2,185000,111,2,2,1,0,1
4,200000,133,4,179,1,1,1
1,160000,68,1,92.5,1,0,1
1,150000,151,2,92.5,0,0,1
1,150000,91,1,92.5,1,1,1
1,180000,56,2,92.5,1,0,1
4,170000,106,1,33,1,0,1
1,170000,143,1,92.5,1,0,1
1,170000,75,1,92.5,1,0,1
1,90000,55,3,92.5,0,0,1
1,160000,164,2,92.5,1,0,1
1,150000,78,1,92.5,1,0,1
1,200000,18,1,92.5,1,0,1
4,200000,50,2,55,1,0,1
4,200000,133,4,569,1,1,1
6,200000,76,1,419,0,0,1
2,130000,163,4,8,1,0,1
3,190000,80,3,4,1,0,1
1,190000,80,2,92.5,1,0,1
3,190000,80,3,15,1,0,1
36,185000,66,1,517,1,0,1
1,180000,99,1,154,1,0,1
1,160000,172,2,92.5,1,0,1
1,160000,172,2,92.5,1,0,1
1,200000,32,2,3,1,0,1
6,150000,61,1,608,0,0,1
3,200000,173,2,1019,1,0,1
2,150000,100,2,29,1,1,1
1,180000,71,2,23,1,1,1
1,190000,127,1,92.5,1,0,1
2,190000,21,1,77,0,0,1
1,200000,54,2,75,1,0,1
5,190000,80,3,6,1,0,1
1,190000,81,2,92.5,1,0,1
3,200000,89,1,87,1,0,1
5,170000,23,1,743,0,0,1
1,150000,98,1,5,1,1,1
4,190000,94,2,16,1,0,1
2,150000,84,5,207,0,1,1
3,190000,88,2,5,1,0,1
2,130000,106,2,213,1,1,1
3,200000,104,2,4,1,0,1
3,190000,78,3,53,1,0,1
1,180000,80,1,266,1,0,1
3,180000,161,4,2578,0,1,1
2,180000,167,3,2578,1,1,1
2,200000,69,1,91,0,0,1
7,160000,143,2,259,1,0,1
2,200000,26,2,34,1,0,1
1,150000,87,5,265,0,1,1
1,150000,97,1,92,1,1,1
2,210000,51,1,82,1,0,1
2,200000,70,2,82,1,0,1
1,150000,79,3,16,1,1,1
1,200000,22,1,92.5,1,0,1
1,150000,98,1,14,1,1,1
1,160000,0,3,92.5,0,0,1
3,170000,0,3,153,0,0,1
5,190000,110,2,282,0,1,1
4,150000,59,1,40,0,1,1
1,190000,103,1,92.5,0,0,1
1,160000,98,1,16,1,1,1
1,150000,206,3,134,1,1,1
2,130000,99,9,28,0,1,1
98,180000,97,3,1211,0,1,1
1,210000,89,3,131,1,0,1
1,150000,96,1,139,1,0,1
1,160000,75,2,11,0,1,1
4,130000,59,1,270,1,0,1
1,160000,70,1,221,1,0,1
2,160000,76,2,2,0,1,1
4,170000,108,3,10,0,1,1
1,160000,113,3,92.5,1,0,1
1,180000,58,3,18,1,0,1
3,150000,61,3,43,0,1,1
1,150000,175,2,23,1,1,1
1,150000,105,3,6,1,0,1
37,160000,76,2,1590,0,1,1
1,1600000,76,2,55,0,1,1
1,170000,26,5,92.5,1,0,1
1,180000,85,2,56,0,1,1
19,170000,74,3,390,0,0,1
48,150000,220,6,1118,0,1,1
1,180000,81,1,92.5,1,0,1
1,180000,81,1,47,1,0,1
1,170000,71,1,92.5,1,0,1
1,190000,65,1,92.5,0,0,1
1,200000,75,3,92.5,0,0,1
1,200000,64,3,92.5,1,0,1
1,190000,66,1,92.5,0,0,1
1,190000,91,3,92.5,0,0,1
1,200000,73,2,92.5,0,0,1
1,200000,64,3,1096,1,0,1
1,180000,52,3,92.5,1,1,1
3,180000,96,1,32,0,0,1
2,210000,150,3,92.5,0,1,1
1,160000,66,3,92.5,0,1,1
2,170000,51,2,19,0,1,1
3,160000,134,4,92.5,1,0,1
3,160000,121,3,92.5,0,0,0
1,190000,65,3,92.5,1,1,1
1,150000,44,1,92.5,1,1,1
1,190000,80,2,92.5,1,1,1
1,190000,96,4,92.5,1,1,1
1,160000,121,3,92.5,0,0,1
