author_num,price,length,img,attend_num,deliver,talk,spam
28,220000,217,1,990,1,0,0
2,200000,169,1,231,0,0,1
14,230000,278,1,845,1,0,0
1,240000,235,2,230,1,0,0
1005,240000,228,2,17666,1,0,0
5,225000,238,2,232,1,0,0
78,230000,218,2,974,0,0,0
4,220000,228,4,221,1,0,0
28,230000,264,2,1213,1,0,0
18,230000,278,1,340,1,0,0
14,230000,299,1,845,1,0,0
418,220000,295,3,7022,1,0,0
7,220000,285,3,267,1,0,0
83,200000,253,2,2870,0,0,0
4,230000,238,2,584,1,0,0
14,230000,227,1,845,0,0,0
25,240000,254,3,732,1,0,0
91,230000,244,2,4895,1,0,0
7,220000,67,4,532,1,1,0
6,235000,233,3,123,1,0,0
9,240000,196,2,187,0,0,1
136,230000,221,4,1746,0,0,0
1456,225000,280,1,3018,1,0,0
1326,200000,330,2,1164,1,0,0
5,230000,193,3,44,0,0,1
432,240000,243,3,1431,0,0,0
304,220000,229,3,1349,1,0,0
81,240000,1071,1,1695,1,1,0
5,235000,221,5,44,0,0,1
15,230000,292,2,1721,1,0,0
37,230000,155,0,777,1,1,0
42,250000,324,3,543,0,0,0
101,200000,199,2,2970,0,0,1
1326,230000,288,2,1164,1,0,0
52,290000,354,3,368,1,0,0
118,210000,223,1,1309,0,0,0
28,230000,185,1,885,1,0,0
57,227000,186,1,3880,0,0,0
13,230000,169,2,1441,0,0,0
165,230000,239,1,3089,1,0,0
5,235000,196,2,90,0,0,1
39,220000,18,1,856,0,1,0
17,230000,216,3,805,1,0,0
6,238000,499,2,1029,1,0,0
114,245000,193,2,8017,0,0,0
560,225000,201,1,13608,1,0,0
1,230000,225,1,758,1,0,0
305,230000,511,1,14733,1,0,0
164,230000,157,1,1156,1,1,0
83,230000,232,2,1952,1,0,0
2,220000,203,1,531,1,0,0
92,228000,286,3,7958,1,0,0
61,230000,66,3,747,1,1,0
64,230000,215,3,221,0,0,0
174,225000,254,2,3012,1,0,0
15,210000,307,2,680,0,0,0
22,230000,215,1,2825,1,0,0
409,220000,0,0,1423,0,1,0
1,230000,202,6,312,1,0,0
335,230000,246,1,8946,0,0,0
261,210000,310,2,1767,1,0,0
10,240000,231,2,1433,1,0,0
9,230000,191,1,158,1,1,0
93,240000,247,4,4816,1,0,0
199,235000,199,3,2657,0,0,0
83,240000,232,2,1952,1,0,0
28,220000,40,1,1091,0,1,0
35,235000,212,1,2384,1,0,0
306,235000,227,2,994,1,0,0
24,240000,240,1,1456,0,0,0
9,240000,221,2,116,0,0,0
55,230000,203,2,566,1,0,0
71,235000,273,1,200,1,0,0
78,230000,240,3,6141,1,0,0
347,235000,230,1,2249,1,0,0
23,230000,87,2,1042,1,1,0
76,240000,197,2,385,0,0,0
43,230000,254,1,1243,1,0,0
384,230000,135,0,5330,1,1,0
76,250000,197,2,385,0,0,0
21,225000,212,2,959,1,0,0
1,225000,406,2,17,1,0,0
5,180000,477,5,2061,1,1,0
78,230000,219,2,149,1,0,0
3,230000,169,1,19,0,0,0
11,250000,246,4,405,1,0,0
200,220000,232,3,1322,1,0,0
244,235000,238,3,4265,1,0,0
46,250000,60,3,2445,1,1,0
45,240000,6,3,3252,0,1,0
1212,240000,222,5,15559,0,0,0
1,250000,169,1,31,0,0,0
2,250000,230,2,303,1,0,0
7,230000,123,2,758,1,1,0
2,230000,251,1,69,0,0,1
5,240000,368,2,273,1,0,0
64,270000,434,5,6347,1,0,0
23,240000,256,1,251,1,0,0
22,234000,238,2,1508,1,0,0
14,230000,0,4,1136,0,1,0
8,240000,249,4,4144,1,0,0
250,240000,454,2,247,1,0,0
4,235000,344,2,282,1,0,0
71,235000,0,0,685,0,1,0
27,220000,234,2,822,1,0,0
45,210000,0,0,380,0,1,0
260,230000,224,2,7460,1,0,0
247,230000,233,1,1746,1,0,0
82,225000,521,1,3058,1,0,0
3,260000,291,2,27,1,0,0
8,230000,259,2,174,1,0,0
33,220000,169,3,465,0,0,0
38,220000,262,2,1846,1,0,0
28,230000,269,2,882,1,0,0
238,230000,45,1,1186,1,1,0
2,230000,353,0,67,1,0,0
26,250000,207,2,2888,1,0,0
34,230000,196,2,3561,1,0,0
10,240000,236,1,442,1,0,0
41,240000,454,2,49,1,0,0
43,230000,231,2,1800,1,0,0
238,230000,49,1,1186,1,1,0
69,230000,185,3,1948,0,0,0
71,235000,284,1,200,1,0,0
82,240000,501,1,3058,1,0,0
1,225000,238,1,174,1,0,0
143,230000,219,3,1598,0,0,0
27,220000,50,1,1891,1,1,0
86,270000,418,3,1910,1,0,0
9,220000,225,1,195,1,0,0
153,230000,281,2,2312,1,0,0
305,220000,469,1,14733,1,0,0
1,240000,253,3,249,1,0,0
6,220000,248,3,2506,1,0,0
12,240000,223,2,672,1,0,0
71,235000,266,1,200,1,0,0
101,240000,281,5,1745,1,0,0
21,220000,237,2,694,1,0,0
48,230000,254,2,2436,1,0,0
2,210000,882,1,13,1,0,1
73,200000,253,1,853,0,0,0
2,210000,890,1,13,1,0,1
51,230000,417,2,3172,1,0,0
15,250000,264,4,97,1,0,0
12,240000,217,2,1288,1,0,0
3,230000,232,1,188,0,0,0
24,123456,203,1,11096,0,0,0
10,230000,227,1,126,1,0,0
91,240000,249,2,4895,1,0,0
8,240000,223,2,465,1,0,0
42,230000,230,4,1020,1,0,0
94,210000,463,2,1428,1,0,0
109,180000,279,3,2893,0,0,0
146,225000,325,2,4619,1,0,0
146,225000,325,2,4619,1,0,0
129,235000,70,2,5904,1,1,0
36,210000,192,2,3713,0,0,0
1,220000,131,3,2225,1,1,0
247,210000,249,1,5915,1,0,0
146,225000,293,2,4619,1,0,0
191,230000,232,3,9388,1,0,0
165,240000,178,1,5784,0,0,0
3,235000,250,3,99,1,0,0
45,250000,191,2,402,0,0,0
4,250000,231,2,592,0,0,0
305,235000,510,1,14733,1,0,0
15,260000,274,1,994,1,0,0
292,220000,204,1,830,1,0,0
15,220000,338,0,561,0,0,0
61,220000,283,2,618,1,0,0
68,230000,277,1,4601,1,0,0
71,235000,0,0,685,0,1,0
15,225000,266,0,1371,0,0,0
39,230000,86,3,846,1,1,0
4,240000,251,2,322,0,0,0
23,240000,225,3,1114,1,0,0
6,220000,393,4,767,1,0,0
116,240000,223,3,1423,0,0,0
9,200000,323,4,771,1,0,0
44,240000,264,1,558,1,0,0
102,210000,221,1,3056,1,0,0
12,240000,242,1,398,0,0,0
6,245000,180,1,663,0,0,0
4,220000,226,3,465,1,0,0
13,123456,457,8,5156,1,0,0
7,240000,251,2,380,1,0,0
40,240000,217,5,458,1,0,0
39,235000,93,4,5853,1,1,0
26,220000,183,6,2398,1,1,0
3,250000,241,2,21,1,0,0
2,235000,227,3,213,1,0,0
305,235000,511,1,14733,1,0,0
80,230000,0,0,1354,0,1,0
3,250000,227,2,21,1,0,0
5,220000,194,1,46,0,0,0
10,220000,169,0,2105,0,0,0
14,225000,277,1,904,0,0,0
27,210000,285,3,262,1,0,0
59,220000,287,3,3723,1,0,0
72,250000,256,4,2200,1,0,0
11,230000,248,3,8389,1,0,0
919,225000,169,0,902,0,0,0
5,200000,106,1,109,1,1,0
185,230000,264,1,12735,1,0,0
210,235000,235,1,2642,1,0,0
47,205000,277,5,2650,1,0,0
10,250000,262,2,517,0,0,0
33,240000,106,4,1704,1,1,0
12,230000,244,1,9268,1,0,0
13,240000,125,4,3172,1,1,0
10,250000,273,2,517,1,0,0
34,280000,231,2,1393,0,0,0
13,230000,0,0,204,0,1,0
10,250000,274,2,517,1,0,0
57,230000,216,2,5161,1,0,0
116,240000,236,3,1423,0,0,0
10,250000,276,2,517,0,0,0
132,245000,327,1,241,1,0,0
4,240000,182,1,55,0,0,1
1,210000,399,1,58,1,0,0
8,210000,0,0,6349,0,1,0
18,230000,213,1,1208,1,0,0
6,240000,203,2,506,1,0,0
20,230000,56,5,1317,0,1,0
14,230000,189,1,904,1,1,0
31,240000,205,1,868,1,0,0
5,240000,213,3,20,1,0,0
59,245000,203,1,1838,1,0,0
506,230000,279,4,5173,1,0,0
2,210000,215,2,237,1,0,0
19,245000,162,1,1539,0,0,0
4,210000,193,3,69,1,0,1
46,225000,357,2,1245,0,0,0
11,225000,197,2,115,0,0,0
16,230000,302,2,137,0,0,0
3,205000,220,4,8,0,0,1
3,205000,221,4,8,0,0,1
6,215000,209,1,38,1,0,0
84,240000,126,4,4353,1,1,0
8,220000,221,3,353,1,0,0
3,240000,261,3,362,1,0,0
566,235000,213,3,5758,0,0,0
1268,220000,308,1,10138,1,0,0
68,230000,0,0,4601,0,1,0
47,220000,238,1,3317,1,0,0
145,240000,195,2,3579,0,0,0
4,240000,228,2,107,1,0,0
44,240000,335,3,1705,1,0,0
34,238000,524,1,692,1,1,0
25,230000,243,2,634,1,0,0
5,230000,223,4,5738,1,1,0
6,275000,224,4,410,0,0,0
35,245000,241,2,2061,1,0,0
22,240000,233,2,172,1,0,0
4,220000,73,1,580,0,1,0
125,235000,216,2,1637,1,0,0
43,220000,186,2,1448,0,0,0
151,240000,379,3,344,1,0,0
151,240000,222,3,344,0,0,0
151,240000,234,3,344,0,0,0
151,240000,218,3,344,0,0,0
151,240000,231,3,344,0,0,0
151,240000,218,3,344,0,0,0
151,240000,197,3,344,0,0,0
60,230000,194,2,3634,1,0,0
87,240000,227,4,1427,0,0,0
6,210000,551,3,255,1,0,0
12,240000,219,2,1643,1,0,0
88,210000,198,1,2396,0,0,0
128,229000,315,6,3361,1,0,0
64,220000,244,1,5030,1,0,0
125,230000,142,2,8863,1,1,0
101,220000,173,5,6608,0,0,0
566,230000,236,4,5758,1,0,0
3,200000,210,1,82,0,0,0
27,225000,81,1,139,0,1,0
27,225000,69,1,139,0,1,0
10,220000,53,3,433,0,1,0
142,230000,198,2,1103,1,0,0
121,225000,193,2,1343,0,0,0
55,239000,144,1,134,1,1,0
63,230000,211,2,2219,1,0,0
185,230000,79,2,9616,1,1,0
132,240000,324,1,241,1,0,0
2,240000,119,0,1248,1,1,0
116,220000,175,1,1551,1,1,0
27,225000,65,1,139,0,1,0
21,210000,232,1,2122,1,0,0
16,230000,280,3,660,1,0,0
60,230000,35,2,2218,1,1,0
15,240000,158,1,258,1,1,0
789,230000,208,2,476,0,0,0
789,230000,222,2,476,0,0,0
124,230000,366,2,5050,1,0,0
100,230000,246,2,1916,1,0,0
20,230000,197,2,276,0,0,0
6,230000,228,2,942,1,0,0
179,220000,201,3,3408,0,0,0
36,230000,401,4,1218,1,0,0
155,230000,193,3,2056,1,0,0
100,210000,216,3,1028,1,0,0
5,235000,253,1,695,1,0,0
23,230000,190,2,3015,0,0,0
6,230000,449,2,146,1,0,0
112,220000,280,4,2932,1,0,0
44,240000,23,3,3112,0,1,0
376,230000,26,3,3606,0,1,0
4,180000,219,2,67,1,0,1
23,240000,235,3,252,1,0,0
130,240000,394,2,12484,1,0,0
162,230000,32,3,6035,0,1,0
35,230000,236,2,435,0,0,0
599,210000,267,1,2121,0,0,0
95,220000,196,2,449,0,0,0
429,230000,317,1,8183,1,0,0
13,230000,300,1,718,1,0,0
95,230000,201,3,449,0,0,0
9,220000,209,1,371,0,0,0
347,220000,260,1,2249,1,0,0
9,220000,0,0,886,0,1,0
4,240000,254,0,1026,1,0,0
9,230000,223,1,371,1,0,0
30,230000,0,0,262,0,1,0
95,230000,186,2,449,0,0,0
27,244000,68,2,328,1,1,0
106,220000,213,1,3344,0,0,0
95,230000,194,2,449,0,0,0
73,235000,241,2,2124,0,0,0
170,230000,215,1,5239,1,0,0
247,240000,45,2,1746,1,1,0
95,230000,180,2,449,0,0,0
599,210000,431,1,2121,0,0,0
76,235000,288,1,1720,1,0,0
122,230000,207,1,1180,0,0,0
72,230000,243,3,7090,1,0,0
22,230000,216,1,872,1,0,0
10,235000,235,4,1597,1,0,0
44,240000,45,3,3112,1,1,0
50,220000,222,3,409,1,0,0
119,230000,169,2,1639,0,0,0
19,230000,290,3,249,1,0,0
174,235000,244,4,2058,1,0,0
30,222222,173,2,2364,0,0,0
22,230000,200,1,2825,1,0,0
3,230000,0,0,995,0,1,0
79,240000,62,2,1782,0,1,0
116,220000,376,1,1551,1,1,0
213,230000,46,2,7310,1,1,0
50,230000,209,1,1340,1,0,0
166,220000,233,3,59,0,0,0
79,235000,373,1,882,1,0,0
79,235000,373,1,882,1,0,0
599,210000,261,1,2121,0,0,0
185,225000,268,1,12735,1,0,0
868,240000,85,2,7050,1,1,0
80,220000,195,1,3277,1,1,0
34,230000,185,5,1064,0,0,0
4,230000,246,3,505,1,0,0
599,210000,236,1,2121,0,0,0
17,220000,210,1,4120,1,0,0
44,220000,0,0,3862,0,1,0
599,210000,225,1,2121,0,0,0
387,230000,256,1,4690,1,0,0
3,240000,279,2,144,0,0,0
202,230000,185,1,2627,1,1,0
11,220000,84,3,435,1,1,0
132,240000,155,1,241,1,1,0
199,240000,777,4,1434,1,0,0
7,220000,262,2,63,1,0,0
4,200000,96,5,56,1,1,1
6,150000,279,2,22,1,0,0
24,213000,251,3,88,1,0,0
879,230000,102,1,6133,1,1,0
13,210000,181,1,1198,0,0,0
33,242000,282,5,102,0,0,0
28,225000,37,1,4544,0,1,0
9,240000,191,1,624,0,0,0
33,245000,279,5,102,0,0,0
42,220000,213,2,569,1,0,0
10,210000,169,4,1778,0,0,0
500,230000,172,1,7283,0,0,0
60,230000,199,3,252,0,0,0
500,230000,186,1,7283,0,0,0
389,230000,142,3,1079,1,1,0
52,230000,194,2,2786,1,0,0
12,230000,235,1,3669,1,0,0
43,220000,253,5,309,1,0,0
141,210000,208,1,2314,1,0,0
16,220000,226,1,340,1,0,0
2,240000,263,1,20,1,0,0
28,230000,67,2,1600,1,1,0
142,230000,225,2,1103,1,0,0
304,220000,214,2,1349,0,0,0
8,230000,250,4,525,1,0,0
184,210000,106,1,13186,1,1,0
35,195000,42,3,960,0,1,0
23,220000,208,2,670,1,1,0
111,240000,209,1,1182,1,0,0
48,240000,189,3,2822,1,1,0
118,220000,220,1,1309,0,0,0
48,240000,112,3,2822,1,1,0
10,245000,206,1,314,0,0,0
59,239000,209,1,4573,0,0,0
37,230000,268,1,200,1,0,0
54,230000,0,0,2633,0,1,0
14,224000,289,1,1982,1,0,0
132,240000,108,1,241,0,1,0
112,240000,199,1,1165,0,0,0
347,220000,246,2,2249,1,0,0
6,250000,210,3,663,1,0,0
15,230000,191,2,1070,1,0,0
42,200000,213,3,1564,1,0,0
54,235000,220,2,454,0,0,0
304,210000,169,2,1349,0,0,0
112,240000,222,1,1165,0,0,0
78,220000,322,2,2068,1,0,0
138,210000,37,3,1255,1,1,0
59,240000,170,1,4573,0,0,0
38,230000,68,1,755,1,1,0
88,222222,169,0,12826,0,0,0
98,240000,438,2,2018,1,0,0
37,230000,133,0,777,1,1,0
6,190000,179,1,42,0,0,0
13,160000,232,5,272,1,0,0
49,220000,300,1,2597,1,0,0
9,215000,251,2,120,1,0,0
3,220000,205,2,173,0,0,0
111,220000,466,1,754,1,0,0
7,230000,209,4,280,1,0,0
98,200000,222,2,9875,1,0,0
3,240000,261,2,8,0,0,0
46,235000,234,2,875,1,0,0
7,220000,204,4,280,0,0,0
17,230000,184,4,672,1,0,0
1,210000,279,5,29,1,0,1
118,225000,279,2,8712,1,0,0
113,220000,24,1,2378,0,1,0
20,230000,30,1,2464,1,1,0
111,220000,412,1,754,1,0,0
3,240000,292,1,8,1,0,0
387,225000,303,2,12019,1,0,0
202,230000,199,0,2627,1,1,0
132,240000,90,1,241,0,1,0
154,230000,0,0,370,0,1,0
1,230000,239,2,2,0,0,0
125,230000,139,2,8863,1,1,0
77,230000,290,2,1622,0,1,0
33,235000,52,1,1637,1,1,0
36,210000,236,2,4165,1,0,0
16,220000,246,1,361,1,0,0
5,190000,250,3,120,1,0,0
70,220000,264,1,4850,0,0,0
3,230000,91,3,118,1,1,0
126,220000,200,2,1884,1,0,0
15,220000,598,6,133,1,0,0
38,220000,249,3,351,0,0,0
39,235000,232,3,5853,1,0,0
1,220000,238,2,420,1,0,0
161,235000,248,3,1244,1,0,0
137,210000,70,1,262,1,1,0
3,210000,292,3,551,1,0,0
1952,230000,528,1,1970,1,1,0
11,225000,240,1,696,1,0,0
879,230000,76,1,6133,1,1,0
7,220000,64,2,987,0,1,0
19,235000,75,2,746,0,1,0
179,230000,235,3,1218,1,0,0
997,230000,258,5,12610,0,0,0
7,230000,198,1,302,1,0,0
153,220000,85,7,4912,1,1,0
126,230000,191,4,1884,0,0,0
28,250000,245,2,152,0,0,0
5,220000,262,1,263,1,0,0
1952,230000,502,1,1970,1,1,0
14,220000,208,2,1439,0,0,1
5,220000,265,1,263,1,0,0
21,230000,62,2,2277,1,1,0
7,210000,225,1,266,1,0,0
57,225000,294,1,1437,0,0,0
202,230000,199,1,2627,1,1,0
76,230000,114,0,3132,1,1,0
639,230000,274,1,6829,1,0,0
43,200000,339,2,1204,1,0,0
12,230000,239,1,718,1,0,0
19,230000,50,1,1697,1,1,0
71,230000,225,2,1146,1,0,0
1952,230000,502,1,1970,1,1,0
56,230000,44,1,4981,1,1,0
1212,225000,264,0,15559,0,0,0
16,210000,235,1,1545,0,0,0
177,228000,32,2,13551,1,1,0
247,230000,71,2,1746,1,1,0
632,230000,188,2,4683,0,0,0
7,230000,471,4,33,1,0,0
639,230000,274,1,6829,1,0,0
57,230000,294,1,1437,0,0,0
124,210000,0,0,1118,0,1,0
42,205000,310,2,2419,1,0,0
5,235000,269,1,392,1,0,0
101,215000,61,1,1888,0,1,0
29,230000,209,1,5594,1,0,0
632,230000,189,2,4683,0,0,0
127,235000,4,2,1531,0,1,0
31,220000,226,2,1080,1,0,0
93,230000,219,1,3184,0,0,0
33,240000,254,2,768,1,0,0
16,230000,197,1,1545,0,0,0
236,240000,400,2,2586,1,0,0
114,220000,82,1,2581,1,1,0
632,225000,197,2,4683,0,0,0
1952,230000,513,1,1970,1,1,0
247,225000,64,2,1746,1,1,0
216,240000,53,3,5729,1,1,0
247,230000,58,2,1746,1,1,0
134,230000,231,5,3710,0,0,0
10,230000,206,4,576,0,0,0
39,230000,224,3,1164,1,0,0
15,240000,206,6,133,0,0,0
37,235000,309,1,777,1,0,0
6,225000,248,2,67,1,0,0
141,200000,294,1,2314,1,0,0
9,225000,265,2,1874,0,0,0
37,230000,199,3,954,1,0,0
16,230000,230,4,3371,1,0,0
821,227000,235,3,6499,0,1,0
125,220000,139,2,8863,1,1,0
25,220000,68,0,480,1,1,0
57,230000,185,1,5185,0,0,0
6,230000,248,2,67,1,0,0
11,220000,63,1,435,1,1,0
20,220000,237,2,56,1,0,0
24,230000,64,2,2742,1,1,0
51,200000,394,1,2943,1,0,0
37,200000,169,7,1103,0,0,0
599,205000,237,1,2121,0,0,0
3,235000,400,2,136,1,0,0
2,230000,195,1,10,1,0,0
84,230000,101,1,4135,1,1,0
